0 ; 0 ; 0 ; 0 ; 0 ; 0.41221 ; 0 ; 0 ; 0.487179 ; 
0 ; 0.000417973 ; 0 ; 0 ; 0 ; 0.45162 ; 0 ; 0 ; 0.461442 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.341481 ; 0 ; 0 ; 0.565185 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.400063 ; 0 ; 0.000468823 ; 0.528676 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.383349 ; 0 ; 0 ; 0.544476 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.400376 ; 0.000170882 ; 0 ; 0.522556 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.407691 ; 0 ; 0 ; 0.527175 ; 
0 ; 0.000156055 ; 0 ; 0 ; 0 ; 0.421973 ; 0 ; 0 ; 0.507023 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.37904 ; 0.000191241 ; 0.000956206 ; 0.545611 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.427748 ; 0 ; 0 ; 0.512312 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.473124 ; 0 ; 0 ; 0.4819 ; 
0 ; 0 ; 0 ; 0 ; 0 ; 0.465225 ; 0.000108672 ; 0 ; 0.485547 ; 
0 ; 0.000260417 ; 0 ; 0 ; 0.000260417 ; 0.473437 ; 0 ; 0 ; 0.453646 ; 
0 ; 0.00024564 ; 0 ; 0 ; 0 ; 0.479489 ; 0 ; 0 ; 0.447065 ; 
